id,name,overview,tagline,first_air_date,vote_average,vote_count,popularity,original_language,status,type,number_of_seasons,number_of_episodes,networks,genres,production_companies,content_rating,top_cast,directors,writers,keywords
70454,Buddy Thunderstruck,"Follow the outrageous, high-octane adventures of Buddy Thunderstruck, a truck-racing dog who brings guts and good times to the town of Greasepit.",,2017-03-10,7.5,13,5.0217,en,Canceled,Scripted,1,23,['Netflix'],"['Comedy', 'Animation', 'Family']","['Stoopid Buddy Stoodios', 'American Greetings']",,"['Brian Atkinson', 'Ted Raimi', 'Harry Chaskin', 'Debi Derryberry', 'Philip Maurice Hayes']",[],[],['stop motion']
249828,Jack Whitehall: Fatherhood with My Father,Jack Whitehall and his father embark on a globe-trotting trip to find answers to the big questions facing the comedian after becoming a dad.,,2024-09-10,6.5,6,4.9276,en,Ended,Reality,1,4,['Netflix'],"['Reality', 'Comedy', 'Documentary']","['Jackpot Productions', 'Whitehall Films']",,"['Jack Whitehall', 'Michael Whitehall']",[],"['Richard Ackerman', 'Michael Whitehall', 'Jack Whitehall']","['observational comedy', 'parenting', 'educational', 'fatherhood', 'prenatal', 'informal education', 'vocational education', 'observational documentary', 'high achievement parenting', 'child-led parenting']"
241373,The Manny,A busy executive hires a rancher to care for her kids in a moment of panic. Little does she know he'll challenge her views of gender roles — and of love.,,2023-12-24,8.1,40,4.7673,es,Returning Series,Scripted,2,18,['Netflix'],['Comedy'],['La Granja TV Narrative'],,"['Sandra Echeverría', 'Iván Amozurrutia', 'Diana Bovio', 'Alexander Tavizón', 'Anthony Giuletti']",[],[],"['romance', 'family', 'opposites attract', 'lighthearted']"
231380,6ixtynin9 the Series,"After losing her job, a woman discovers a mysterious package on her apartment doorstep and her life takes a turn for the worse.",The nutty tale of six and nine.,2023-09-06,5.8,24,4.7628,th,Ended,Scripted,1,6,['Netflix'],"['Comedy', 'Crime', 'Mystery', 'Drama']",['Five Star Production'],,"['Davika Hoorne', 'Apivich Rinthapoln', 'Thanaporn Rattanasasiwimon', 'Trisanu Soranun', 'Pruet Nakprad']",['Pen-Ek Ratanaruang'],['Pen-Ek Ratanaruang'],['mysterious box']
205166,Glamorous,Aspiring influencer Marco lands a dream job with a makeup mogul and begins a dazzling journey of self-discovery amid work chaos and romantic challenges.,,2023-06-22,6.0,38,4.7171,en,Canceled,Scripted,1,10,['Netflix'],"['Drama', 'Comedy']","['CBS Studios', 'Two Shakes Entertainment']",,"['Kim Cattrall', 'Miss Benny', 'Jade Payton', 'Zane Phillips', 'Michael Rosen']",[],"['Damon Wayans Jr.', 'Jordon Nardino', 'Kameron Tarlow']",[]
85486,Turn Up Charlie,A down-and-out DJ plots to rebuild his music career while working as a nanny for his famous best friend's wild 11-year-old daughter.,,2019-03-15,6.637,62,4.7093,en,Canceled,Scripted,1,8,['Netflix'],"['Comedy', 'Drama']","['Green Door Pictures', 'Brown Eyed Boy']",,"['Idris Elba', 'Piper Perabo', 'JJ Feild', 'Frankie Hervey', 'Guz Khan']",[],"['Tristram Shapeero', 'Idris Elba', 'Gary Reich']","['nanny', 'tutor', 'dj', 'dramedy', 'male nanny', 'music', 'artiste']"
213471,Korea No.1,"Yu Jae-seok, Lee Kwang-soo and Kim Yeon-koung travel all over Korea to learn from the best traditional masters in a bid to become the No. 1 Apprentice.",,2022-11-25,6.4,15,4.6739,ko,Ended,Reality,1,8,['Netflix'],"['Reality', 'Comedy']",[],,"['Yoo Jae-suk', 'Lee Kwang-soo', 'Kim Yeon-koung']",[],[],"['lifestyle', 'travel', 'food', 'variety show', 'traditional culture', 'adventure']"
101255,The Iliza Shlesinger Sketch Show,"From the mind of comedian Iliza Shlesinger comes a fun, irreverent mix of kooky characters, sly social commentary and pop culture gags.",,2020-04-01,5.6,6,4.5672,en,Returning Series,Scripted,1,6,['Netflix'],['Comedy'],[],,"['Iliza Shlesinger', 'Glo Tavarez', 'Ilana Becker', 'Kerry Coddett']",[],['Iliza Shlesinger'],"['irreverence', 'sketch comedy']"
83414,Super Drags,"In this adult animated series, three gay co-workers lead double lives as drag queen superheroes, saving the LGBTQ community from evil nemeses.",,2018-11-09,5.5,33,4.5648,pt,Canceled,Scripted,1,5,['Netflix'],"['Animation', 'Comedy']",[],,"['Sérgio Cantú', 'Wagner Follare', 'Rapha Véles', 'Fernando Mendonça', 'Pabllo Vittar']",[],[],"['drag queen', 'pop culture', 'pop star', 'secret agent', 'condom', 'superhero team', 'lgbt', 'transforming robot', 'big dick', 'drag artist', 'dating app']"
80280,Club de Cuervos Presents: The Ballad of Hugo Sánchez,Chava Iglesias's doting personal assistant Hugo Sánchez is tasked with leading Club de Cuervos to victory in Nicaragua -- if only his mom will let him.,,2018-06-17,6.192,13,4.4497,es,Ended,Miniseries,1,6,['Netflix'],['Comedy'],['Alazraki Entertainment'],,"['Jesús Zavala', 'Mauro Mauad', 'Ianis Guerrero', 'Raúl Briones', 'Aldo Escalante']",[],[],"['island', 'fountain', 'central america', 'vomiting', 'football (soccer) team', 'vegetarianism', 'drug testing']"
94515,Prank Encounters,Monstrous frights meet hilarious reveals on this hidden-camera prank show as real people become the stars of their own full-blown horror movie.,,2019-10-25,7.1,208,4.3456,en,Ended,Scripted,2,15,['Netflix'],"['Reality', 'Comedy']",['Propagate Content'],,['Gaten Matarazzo'],[],[],"['hidden camera', 'prank', 'adrenaline rush']"
158809,Wild Abandon,"In the haze of a midlife crisis, an architect begins living a double life as a punk while members of his family lead their own crisis-ridden lives.",,2022-03-30,6.758,31,4.2764,tr,Ended,Miniseries,1,8,['Netflix'],"['Drama', 'Comedy']",['Ay Yapım'],,"['Öner Erkan', 'Uğur Yücel', 'Haluk Bilginer', 'Songül Öden', 'Nezaket Erden']",['Onur Saylak'],['Hakan Günday'],[]
135726,"Mom, Don't Do That!",,,2022-07-15,8.2,24,4.2442,zh,Ended,Miniseries,1,11,['Netflix'],['Comedy'],['CJ ENM'],,"['Billie Wang', 'Alyssa Chia', 'Ko Chia-Yen', 'Johnny Kou Hsi-Shun', 'Wu Kang-ren']","['Lee Chun-hong', 'Chen Wei-Ling']","['Sarso Chou', 'Chen Wei-Ling']","['romance', 'jobless', 'unemployed']"
128036,Q-Force,"A gay superspy and his scrappy LGBTQ squad fight to prove themselves to the agency that underestimated them. Today, West Hollywood… tomorrow, the world!",A queer and present danger.,2021-09-02,6.7,123,4.168,en,Canceled,Scripted,1,10,['Netflix'],"['Animation', 'Comedy', 'Action & Adventure']","['Universal Television', 'Hazy Mills Productions', 'Fremulon', '3 Arts Entertainment', 'Titmouse']",,"['Sean Hayes', 'Gary Cole', 'David Harbour', 'Patti Harrison', 'Laurie Metcalf']",[],"['Gabe Liedman', 'Todd Milliner', 'Michael Schur', 'David Miner', 'Sean Hayes']","['spy', 'secret agent', 'cartoon', 'male homosexuality', 'adult humor', 'lgbt', 'adult animation', 'homosexuality', 'western animation', 'q-force']"
238755,Yoh! Christmas,"Single, 30 and under pressure, Thando lies to her family that she has a boyfriend. Now she has 24 days to bring one home for Christmas. Can she do it?",,2023-12-15,6.2,6,4.1581,en,Returning Series,Scripted,1,6,['Netflix'],"['Drama', 'Comedy']",[],,"['Katlego Lebogang', 'Siya Sepotekele', 'Didie Makhubane']",[],[],['christmas']
88584,The Pentaverate,"After influencing global events for centuries, a secret society faces a dangerous threat from within. Can a Canadian reporter save them — and the world?",Must never be exposed.,2022-05-05,5.9,86,4.1535,en,Ended,Miniseries,1,6,['Netflix'],['Comedy'],['Jax Media'],,"['Mike Myers', 'Ken Jeong', 'Keegan-Michael Key', 'Debi Mazar', 'Richard McCabe']",['Tim Kirkby'],"['Tim Kirkby', 'Mike Myers', 'Lilly Burns', 'Tony Hernandez', 'Jason Weinberg', 'John S. Lyons']","['conspiracy', 'miniseries', 'spin off', 'based on movie', 'lowbrow comedy']"
203280,That’s My Time with David Letterman,David Letterman invites some of the hottest up-and-coming stand-up stars to perform a set and sit down for a chat.,,2022-06-07,6.2,6,4.1322,en,Returning Series,Talk Show,1,6,['Netflix'],"['Talk', 'Comedy']",[],,['David Letterman'],[],['Tom Keaney'],"['interview', 'stand-up comedy']"
70420,Legend Quest,"When an evil force threatens his village, a gifted teen who can talk to ghosts puts his skills to good use, one legend at a time.",,2017-02-24,8.011,90,4.0535,es,Ended,Scripted,1,13,['Netflix'],"['Animation', 'Kids', 'Comedy']",['Ánima Estudios'],,"['Roly Gutiérrez', 'Benny Emmanuel', 'Mayte Cordeiro', 'Andrés Couturier', ""Ricardo O'Farrill""]",[],[],"['menace', 'legend', 'village', 'evil', 'ghost', 'quest', 'anime', 'villager', 'teenage', 'legends', 'animation']"
195298,Time Hustler,"After being hit in the head, a man wakes up in 1927 to discover that he’s the spitting image of a famous bandit — and decides to make the most of it.",,2022-12-25,7.6,13,4.0518,pt,Ended,Scripted,1,7,['Netflix'],"['Comedy', 'Drama']",['Glaz Entretenimento'],,"['Edmilson Filho', 'Dudu Azevedo', 'Chandelly Braz', 'Haroldo Guimarães', 'Max Petterson']",[],[],"['1970s', 'time travel']"
152291,He's Expecting,"When a successful ad executive who's got it all figured out becomes pregnant, he's forced to confront social inequities he'd never considered before.",,2022-04-21,4.125,16,4.0409,ja,Ended,Scripted,1,8,['Netflix'],"['Drama', 'Comedy']",['TV Tokyo'],,"['Takumi Saitoh', 'Juri Ueno', 'Mariko Tsutsui', 'Lily Franky', 'Ryo Iwamatsu']","['Takeo Kikuchi', 'Yuko Hakoda']",['Yoshitatsu Yamada'],"['pregnancy', 'role reversal', 'love', 'parenthood', 'based on manga']"
234633,Michelle Wolf: It's Great to Be Here,"Comedian Michelle Wolf wryly riffs on nude beaches, the gross things men like and the serial killer gender gap in this three-part stand-up special.",,2023-09-12,7.4,5,4.0113,en,Ended,Miniseries,1,3,['Netflix'],['Comedy'],['Rotten Science'],,['Michelle Wolf'],[],['Michelle Wolf'],['stand-up comedy']
251608,Bad Thoughts,A collection of hilariously disturbing stories that push the boundaries of decency in ways only Tom Segura could imagine.,"Dark, twisted tales from the mind of Tom Segura.",2025-05-13,6.3,15,4.0034,en,Returning Series,Scripted,1,6,['Netflix'],['Comedy'],['YMH Studios'],,['Tom Segura'],[],[],"['anthology', 'dark comedy']"
224333,Tooth Pari: When Love Bites,A rebellious vampire with a broken tooth falls for a shy dentist on the streets of Kolkata but will human and mystical forces keep them apart?,,2023-04-20,6.1,11,4.0027,hi,Ended,Scripted,1,8,['Netflix'],"['Comedy', 'Mystery']",['Endemol Shine India'],,"['Tanya Maniktala', 'Shantanu Maheshwari', 'Saswata Chatterjee', 'Tillotama Shome', 'Revathi']",[],[],[]
241816,Shafted,"Four middle-aged male friends fumble their way through love, life and career crises in modern-day Paris — when did being a man become so hard?",,2025-01-24,5.8,13,3.9282,fr,Canceled,Scripted,1,6,['Netflix'],['Comedy'],"['Grand Amour', 'Petite Panthère Productions']",,"['Manu Payet', 'Guillaume Labbé', 'Vincent Heneine', 'Antoine Gouy', 'Mélanie Bernier']",[],[],['remake']
210532,A Storm for Christmas,"A group of people arrive at Oslo airport. Some to welcome their loved ones, some to fly home to their families, and some who want to fly away and escape Christmas. But in one way or another, their Christmas mission goes awry. They are all stranded at the airport and the clock is ticking… only 24 hours till Christmas – so what do they do?",,2022-12-16,7.0,50,3.8752,no,Ended,Miniseries,1,6,['Netflix'],"['Drama', 'Comedy']",['The Global Ensemble Drama'],,"['Ida Elise Broch', 'Dennis Storhøi', 'Maibritt Saerens', 'Jon Øigarden', 'Jan Gunnar Røise']",['Per-Olav Sørensen'],"['Lars Saabye Christensen', 'Jan Trygve Røyneland', 'Per-Olav Sørensen']","['airport', 'miniseries', 'oslo, norway', 'christmas']"
153671,Getting Curious with Jonathan Van Ness,Jonathan Van Ness lets curiosity lead the way while roving from snacks to wigs in this podcast spinoff chock-full of experts and special guests.,,2022-01-28,6.7,6,3.8321,en,Returning Series,Reality,1,6,['Netflix'],"['Talk', 'Comedy']",['World of Wonder'],,['Jonathan Van Ness'],[],"['Tom Campbell', 'Randy Barbato', 'Fenton Bailey', 'Jennifer Lane', 'Jonathan Van Ness']",[]
232988,Comedy Chaos,"After getting kicked out of his own company, a hapless man must juggle his delicate marriage and his struggling comedy club.",,2024-02-16,6.0,4,3.7291,id,Returning Series,Miniseries,1,10,['Netflix'],['Comedy'],['Soraya Intercine Films'],,"['Raditya Dika', 'Susan Sameh', 'Mo Sidik', 'Pamela Bowie', 'Mentari De Marelle']",['Raditya Dika'],"['Raam Soraya', 'Raditya Dika', 'Muttaqiena Imaamaa', 'Mo Sidik', 'Rza Kumar']",[]
255810,Snakes and Ladders,"An ambitious but overlooked teacher wants to be head of a prestigious school, but must climb a slippery ladder of lies and corruption to reach the top.",,2025-05-14,7.667,15,3.6912,es,Returning Series,Scripted,1,8,['Netflix'],"['Comedy', 'Drama']","['Woo Films', 'Noc Noc Cinema']",,"['Cecilia Suárez', 'Juan Pablo Medina', 'Martiño Rivas', 'Marimar Vega', 'Benny Emmanuel']",[],[],['teacher']
97584,Until Dawn,France’s funniest comics carry out ghastly tasks as they try to outlast -- and outwit -- one another while overnighting in haunted locations.,,2020-01-10,2.9,9,3.6885,fr,Canceled,Reality,1,8,['Netflix'],"['Comedy', 'Reality']",[],,[],[],[],[]
112164,Aunty Donna's Big Ol House of Fun,"Comedy trio Aunty Donna showcase their uniquely absurd and offbeat style through an array of sketches, songs and eclectic characters.",Meet your new best mates.,2020-11-11,7.3,48,3.6873,en,Ended,Scripted,1,6,['Netflix'],['Comedy'],['Pacific Electric Picture Co.'],,"['Broden Kelly', 'Mark Bonanno', 'Zachary Ruane', 'Kristen Schaal', 'Ed Helms']",['Max Miller'],"['Mike Falbo', 'David Jargowsky', 'Scott Aukerman', 'Sam Lingham', 'Zachary Ruane', 'Ed Helms', 'Max Miller', 'Mark Bonanno', 'Katherine Dale', 'Broden Kelly']","['friendship', 'surrealism', 'dark comedy', 'sketch comedy', 'absurdist']"
106238,Hoops,A foul-mouthed high school basketball coach is sure he'll hit the big leagues if he can only turn his terrible team around. Good luck with that.,It's ball or nothing.,2020-08-21,6.9,203,3.6101,en,Canceled,Scripted,1,10,['Netflix'],"['Comedy', 'Animation']","['Bento Box Entertainment', 'Lord Miller', '20th Television']",,"['Jake Johnson', 'Rob Riggle', 'Natasha Leggero', 'Cleo King', 'Ron Funches']",[],"['Ben Hoffman', 'Christopher Miller', 'Phil Lord']","['high school', 'basketball', 'adult animation', 'basketball coach']"
68375,Trailer Park Boys: Out of the Park: Europe,"A lot of liquor an whores, mustard and bologna, maybe some cigarettes and dope, but mostly just liquor and whores, cigarettes and balogna, as well as mustard and dope.",,2016-10-28,6.129,31,3.5935,en,Ended,Scripted,1,8,['Netflix'],"['Action & Adventure', 'Comedy']","['Entertainment One', 'TPB OTP Productions']",,"['John Paul Tremblay', 'Mike Smith', 'Robb Wells']",[],['Gary Howsam'],['trailer park']
98308,Gentefied,Three Latinx cousins navigate their differences as they work to keep their grandfather's taco shop afloat in their rapidly gentrifying L.A. neighborhood.,This family’s not for sale.,2020-02-21,6.8,26,3.5731,en,Canceled,Scripted,2,18,['Netflix'],"['Comedy', 'Drama']",['MACRO'],,"['J. J. Soria', 'Carlos Santos', 'Joaquín Cosío', 'Julissa Calderon']",[],[],"['los angeles, california', 'gentrification']"
258035,Tribhuvan Mishra CA Topper,A banking crisis forces CA topper Tribhuvan Mishra to take up sex work. Will this dual existence alleviate his troubles — or create entirely new ones?,,2024-07-18,7.0,7,3.52,hi,Ended,Scripted,1,9,['Netflix'],"['Drama', 'Comedy', 'Crime']",['Rangeela Pictures'],,"['Manav Kaul', 'Tillotama Shome', 'Subhrajyoti Barat', 'Shweta Basu Prasad', 'Naina Sareen']","['Amrit Raj Gupta', 'Puneet Krishna']","['Karan Vyas', 'Puneet Krishna', 'Ram Sampath', 'Vineet Krishna', 'Arati Raval', 'Sumit Purohit']",['sex work']
129933,Post Mortem: No One Dies in Skarnes,"Live Hallangen is declared dead but hours later she suddenly wakes up with a sudden urge for blood. Meanwhile, her brother Odd tries to keep the family driven funeral home afloat.",,2021-08-25,7.338,65,3.5164,no,Ended,Scripted,1,6,['Netflix'],"['Drama', 'Comedy', 'Mystery']",[],,"['Kathrine Thorborg Johansen', 'André Sørum', 'Elias Holmen Sørensen', 'Kim Fairchild', 'Sara Khorami']",[],[],"['vampire', 'family secrets', 'survival', 'death', 'funeral home', 'drinking blood']"
223785,Billionaire Island,The ruthless owner of a Norwegian fish farming company plans a hostile takeover of her local rival to become the world's largest salmon producer.,,2024-09-12,6.8,17,3.4716,no,Returning Series,Scripted,1,6,['Netflix'],"['Comedy', 'Drama']",['Rubicon TV AS'],,"['Trine Wiggen', 'Svein Roger Karlsen', 'Kåre Conradi', 'Oddgeir Thune', 'Ragne Grande']",[],['Ivar Køhn'],"['norway', 'salmon', 'fish farming']"
240105,Cindy la Regia: The High School Years,"Cindy, a sharp and restless teenager, grows up happily in the high society of San Pedro Garza García in Nuevo León. When she and her longtime friends enter coeducational high school for the first time, Cindy questions the role of ""princess"" and the search for ""prince charming"" she's always been taught. In her freshman adventures, Cindy learns that pleasing others doesn't matter as much as finding herself.",,2023-12-20,6.1,17,3.4492,es,Returning Series,Scripted,1,7,['Netflix'],"['Comedy', 'Drama']",['Draco Films'],,"['Michelle Pellicer', 'Vincent Michael Webb', 'Nahuel Escobar', 'Carola Cuarón', 'Luciana Vale']",[],[],"['mexico', 'adolescence']"
134364,Adventure Beast,"A brave zoologist, his spunky niece and anxious assistant explore the world while saving wild beasts in this adult animated educational-comedy series.",,2021-10-22,6.1,35,3.4328,en,Ended,Scripted,1,12,['Netflix'],"['Comedy', 'Animation']","['Kapow Pictures Pty Ltd', 'Tasmanian Grizzly', 'Mission Control Media']",,"['Bradley Trevor Greive', 'Danice Cabanela', 'Josh Zuckerman']",[],[],[]
221120,Fiasco,"When disaster strikes the set of a first-time director, a behind-the-scenes film crew captures everything as mishaps, blackmail and sabotage ensue.",,2024-04-30,6.322,59,3.4228,fr,Ended,Miniseries,1,7,['Netflix'],['Comedy'],"['Five Dogs', 'Ninety Films']",,"['Pierre Niney', 'François Civil', 'Géraldine Nakache', 'Pascal Demolon', 'Leslie Medina']",['Igor Gotesman'],"['Nicolas Slomka', 'Pierre Niney', 'Igor Gotesman', 'Tania Gotesman']","['miniseries', 'mockumentary', 'making of']"
248484,THE MAGIC PRANK SHOW with Justin Willman,"Magician, comedian and expert trickster Justin Willman and his crew pull elaborate pranks on unsuspecting targets to help real people get payback.",,2024-04-01,6.4,8,3.3863,en,Returning Series,Reality,1,6,['Netflix'],"['Reality', 'Comedy']",[],,"['Justin Willman', 'Kimberly Congdon', 'Simon Taylor', 'Kyle Marlett']",[],"['Daniel Kinno', 'Stuart MacLeod', 'Dave Kneebone', 'Stuart Miller', 'Justin Willman', 'Jake Laufer']",['magic']
238046,Comedy Royale,"Twenty of Korea's hottest comedians come together to fiercely compete for a chance to host a Netflix show — delivering nonstop, zany laughter.",,2023-11-28,6.0,2,3.3362,ko,Returning Series,Reality,1,6,['Netflix'],"['Reality', 'Comedy']",[],,"['Lee Kyung-kyu', 'Tak Jae-hoon', 'Moon Se-yoon', 'Lee Yong-jin', 'Chung Yeong-joon']","['Park Hyun-seok', 'Kwon Hae-bom']",[],"['competition', 'game show', 'sketch comedy', 'survival show', 'irreverent', 'reality show', 'witty']"
79168,The Break with Michelle Wolf,Nobody's safe as Michelle Wolf unapologetically takes aim in this weekly topical show that blends sketches with live comedy and in-studio guests.,,2018-05-27,5.409,22,3.3204,en,Canceled,Talk Show,1,10,['Netflix'],['Comedy'],['Cats in Pants'],,['Michelle Wolf'],[],"['Daniel Bodansky', 'Christine Nangle', 'Daniel Powell', 'Michelle Wolf']","['talk show', 'politics', 'variety show']"
110152,The Last Word,A story about a funeral eulogy speaker who loses faith in her work and tries to sabotage her husband's funeral.,,2020-09-17,6.3,40,3.2622,de,Ended,Miniseries,1,6,['Netflix'],"['Comedy', 'Drama']",['Pantaleon Films'],,"['Anke Engelke', 'Thorsten Merten', 'Nina Gummich', 'Aaron Hilmer', 'Johannes Zeiler']",[],"['Aron Lehmann', 'Carolina Zimmermann', 'Daniel Sonnabend', 'Nora Valo', 'Burkhardt Wunderlich', 'Carlos V. Irmscher']",['funeral']
133304,Misfit: The Series,"The Misfits are in for a wild year as they prepare a school musical. But when the strict new headmaster bans the show, it's up to Julia to save the day.",,2021-10-16,6.4,5,3.2589,nl,Ended,Scripted,1,8,['Netflix'],['Comedy'],[],,"['Djamila Verhoef', 'Niek Roozen', 'Jolijn Henneman', 'Fenna Ramos', 'Bente Fokkens']",[],[],[]
75293,Trailer Park Boys: Out of the Park: USA,"The boys are back on the loose as Bubbles, Julian and Ricky head south of the Canadian border for some outrageous American adventures.",,2017-11-24,7.0,10,3.2223,en,Ended,Scripted,1,8,['Netflix'],['Comedy'],[],,"['John Paul Tremblay', 'Robb Wells', 'Mike Smith']",[],[],[]
204852,King of Stonks,"Desperate for startup stardom, an overly ambitious finance mastermind lies, cheats and schemes his less-than-authentic company up the ladder to success.",,2022-07-06,6.8,27,3.2156,de,Ended,Miniseries,1,6,['Netflix'],"['Drama', 'Comedy', 'Crime']",['bildundtonfabrik'],,"['Wilson Gonzalez Ochsenknecht', 'Thomas Schubert', 'Matthias Brandt', 'Larissa Sirah Herden', 'Maryam Zaree']",[],"['Jan Bonny', 'Matthias Murmann', 'Philipp Kässbohrer']",['spannend']
220783,Ariyoshi Assists,"He's usually the host; but this time, Ariyoshi lets a rotating cast of celebrities be the MC of the show while he claims the role of bemused assistant.",,2023-03-14,7.8,4,3.1964,ja,Ended,Reality,1,10,['Netflix'],"['Comedy', 'Reality']",['Nippon Television Network Corporation'],,['Hiroiki Ariyoshi'],[],['Dai Ota'],"['variety show', 'owarai']"
109616,Sneakerheads,Family man Devin falls back into his sneaker obsession after his pal Bobby talks him into a wheeling-dealing scheme to score a mythical pair of kicks.,It's all about sneakers!,2020-09-25,7.3,139,3.1888,en,Canceled,Scripted,1,6,['Netflix'],['Comedy'],"['Complex', 'EMJAG Productions', 'Haven Entertainment', 'Indigo Entertainment', 'Olive Bridge Entertainment']",,"['Justin Lee', 'Andrew Bachelor', 'Jearnest Corchado', 'Matthew Josten', 'Allen Maldonado']",[],"['Will Gluck', 'Rod Grable', 'Brendan Bragg', 'Richard Schwartz', 'Kevin Mann', 'Dave Meyers', 'Justin Killion', 'Inny Clemons', 'Jay Longino', 'Jason Belleville']","['tennis', 'college', 'sneakers', 'shoes', 'sneaker']"
84655,Rilakkuma and Kaoru,"Kaoru's unexpected new roommate is Rilakkuma, a bear with a zipper on its back that spends each day just lazing around -- but is impossible to hate.",,2019-04-19,7.3,53,3.1795,ja,Ended,Scripted,1,13,['Netflix'],"['Animation', 'Comedy', 'Drama', 'Kids']",['dwarf studios'],,"['Mikako Tabe', 'Takayuki Yamada', 'Soki Matsumoto', 'Mai Kanazawa', 'Issei Takubo']",['Masahito Kobayashi'],"['Kaata Sakamoto', 'Aki Kondo', 'Tarō Gotō', 'Naoko Ogigami']","['roommates', 'house', 'slice of life', 'stop motion', 'bear', 'anime', 'kodomo', 'working life', 'office lady (ol)']"
87799,Huge in France,Famous comedian Gad Elmaleh moves to LA to reconnect with his son and must learn to live without the celebrity perks he's accustomed to in France.,,2019-04-12,5.7,29,3.1,fr,Ended,Scripted,1,8,['Netflix'],['Comedy'],[],,"['Gad Elmaleh', 'Jordan Ver Hoeve', 'Matthew Del Negro', 'Erinn Hayes']",[],[],"['france', 'comedian', 'father son relationship', 'famous']"
134906,New World,"In this reality show, six celebs strategize and sabotage to earn virtual currency they can cash in on the final day of their stay on a utopian island.",Variety show set in a whole universe.,2021-11-20,6.3,6,3.0719,ko,Ended,Reality,1,8,['Netflix'],"['Reality', 'Comedy']",['Company Sang Sang'],,"['Cho Bo-ah', 'Lee Seung-gi', 'Park Na-rae', 'Eun Ji-won', 'Kai']","['Jo Hyo-jin', 'Go Min-seok']",[],[]
101531,Brews Brothers,"Two rival brothers must work together to keep their brewery in business, but shenanigans keep foaming up their company with chaos.",,2020-04-10,5.6,23,3.0426,en,Canceled,Scripted,1,8,['Netflix'],['Comedy'],['Abominable Pictures'],,"['Carmen Flood', 'Alan Aisenberg', 'Mike Castle', 'Marques Ray', 'James Earl']",[],"['Jonathan Stern', 'Greg Schaffer']","['alcohol', 'beer', 'brewery', 'rival', 'brother brother relationship']"
65977,Netflix Presents: The Characters,No rules. No expectations. A half hour to make their mark. Eight different comedians each get an episode to show their skills in comedy.,Sketching their own brand of comedy.,2016-03-11,4.8,21,3.0383,en,Canceled,Scripted,1,8,['Netflix'],['Comedy'],['Jax Media'],,[],[],[],['sketch comedy']
107363,The Duchess,"Katherine's a single mom juggling her career, her tween daughter, her relationship with her boyfriend — and pondering getting pregnant with her ex.",,2020-09-11,6.487,76,3.0086,en,Canceled,Scripted,1,6,['Netflix'],"['Comedy', 'Drama']","['Clerkenwell Films', '3 Arts Entertainment']",,"['Katherine Ryan', 'Rory Keenan', 'Katy Byrne', 'Michelle de Swarte', 'Max Fincham']",[],"['Murray Ferguson', 'Katherine Ryan', 'Dave Becky', 'Josh Lieberman']","['houseboat', 'daughter', 'ex husband', 'single mother', 'tights']"
214603,This World Can't Tear Me Down,"When an old friend returns to the neighborhood, Zerocalcare wants to help him find his place back in the world. But what's the right thing to do?",,2023-06-09,8.1,244,3.0001,it,Ended,Miniseries,1,6,['Netflix'],"['Animation', 'Comedy', 'Drama']","['Movimenti Production', 'BAO Publishing']",,"['Zerocalcare', 'Valerio Mastandrea']",[],[],[]
82834,YG Future Strategy Office,"Kpop star Seungri, BIGBANG youngest member, tries to lead a team of blumbing staff at YG's Future Strategy Office in this mockumentary sitcom.",,2018-10-05,6.0,9,2.9653,ko,Ended,Scripted,1,8,['Netflix'],['Comedy'],['YG Entertainment'],,"['Seungri', 'Lee Jai-jin', 'Yoo Byung-jae', 'Son Se-bin', 'Jinu']",['Park Jun-soo'],['Yang Hyun-suk'],"['mockumentary', 'sitcom']"
64823,Real Rob,Centers around comedian Rob Schneider's real life while living in Hollywood.,,2015-12-01,6.5,59,2.9293,en,Canceled,Scripted,2,16,['Netflix'],['Comedy'],[],,"['Rob Schneider', 'Patricia Schneider', 'Jamie Lissow', 'Max Amini']",[],[],['hollywood star']
128240,Masameer County,"A humorous view of a changing Saudi Arabia, as the Masameer gang venture into a global media war, a long-standing tribal feud, and a health craze gone too far.",,2021-07-01,8.4,10,2.9257,ar,Ended,Scripted,2,14,['Netflix'],"['Comedy', 'Animation']",['myrkott™'],,"['Malik Nejer', 'Abdulaziz Alshehri', 'Mazroa Al-Mazroa', 'Malik Nejer', 'Abdulaziz Almuzaini']",['Malik Nejer'],['Abdulaziz Almuzaini'],"['dark comedy', 'adult animation', 'animation', 'drama', 'action', 'commedy']"
124790,Let's Eat,A food-blogging insurance agent encounters a friend from elementary school with a vendetta against him -- but soon becomes her sidekick.,,2021-04-26,2.0,1,2.8788,th,Ended,Scripted,1,16,"['True4U', 'Netflix']","['Comedy', 'Drama', 'Soap']",['True CJ Creations'],,"['Apinya Sakuljaroensuk', 'Mawin Taweepol', 'Nat Sakdatorn', 'Maneerat Kam-Uan', 'Rudklao Amratisha']",['Sarawut Wichiensarn'],[],"['love-hate relationship', 'remake', 'thai', 'food', 'writer', 'blogger', 'lakorn']"
252747,The Mothers of Penguins,"When her seven-year-old son moves to a new school, an MMA fighter realizes that her toughest fight won't be in the octagon, but in parenthood.",,2024-11-13,6.8,16,2.828,pl,Returning Series,Scripted,1,6,['Netflix'],"['Drama', 'Comedy']",['Mental Disorder 4'],,"['Masza Wągrocka', 'Barbara Wypych', 'Magdalena Różczka', 'Tomasz Tyndyk', 'Jan Lubas']",[],[],[]
